apogee_id,period (days)
2M12443660-0232028,1.01
2M12444709-0831228,1.01
2M12450214-0725112,1.01
2M12451039-0848268,1.0
2M12451043+1217401,1.0
2M12451713-0353014,1.0
2M12451730+1258048,1.57
2M12451748+1306162,1.0
2M12452111-0800118,1.0
2M12452983-0805045,1.01
2M12453305-0801426,1.0
2M12454201-0356231,1.0
2M12455124-0205432,1.4
2M12455404-0834433,1.01
2M12461187-0847375,1.14
2M12461858+1103594,1.0
2M12462516-0847348,1.01
2M12462626+1145114,1.05
2M12463696-0345304,1.0
2M12464602+1136500,1.0
2M12470336-0818049,1.01
2M12471581+1220173,1.0
2M12474200+1045064,1.66
2M12475500+1110208,1.0
2M12480019+1128405,1.0
2M12480068-0200162,1.01
2M12480830+4220366,1.0
2M12481830-0143183,1.0
2M12482033-0729587,1.04
2M12482131-0157194,1.03
2M12482490-0308141,1.03
2M12482561-0323506,1.0
2M12483981+1258351,1.0
2M12484227-0142347,1.09
2M12484302+1138278,1.02
2M12485052+4134109,1.08
2M12485916+4145262,1.0
2M12491047+4213566,1.02
2M12491116+4140110,1.04
2M12491211-0221498,1.0
2M12491976-0310485,1.04
2M12493318+4203099,1.03
2M12493411+4144020,1.38
2M12493661+1320450,1.0
2M12493978+4254284,1.01
2M12494146-0259034,1.32
2M12494303+4120142,1.04
2M12494314+1218559,1.04
2M12501848-0334107,1.0
2M12501974+4243351,1.0
2M12505546+1219564,1.0
2M12505842-0314106,1.0
2M12511227+1239260,1.11
2M12511547+1315207,1.0
2M12512331+1222220,1.0
2M12512747+1107468,1.0
2M12514562+4218489,1.0
2M12515559+1228075,1.02
2M12520517+4148061,1.0
2M12522236+4137260,1.2
2M12522822+5731378,1.0
2M12523231+1204520,1.36
2M12530413+4055249,1.0
2M12530564+1220155,1.0
2M12531047+1227572,1.0
2M12534251+5625446,1.29
2M12542935+4222285,1.0
2M12543518+4305209,1.03
2M12543951+5725238,1.0
2M12543953+4320446,1.0
2M12544001+4159162,1.0
2M12544472+4212443,1.04
2M12545058+5606103,1.0
2M12552370+4152095,1.0
2M12553543+5619345,1.01
2M12560757+5802216,1.03
2M12563665+4215362,1.0
2M12563881+4333073,1.92
2M12564117+4233175,1.0
2M12564403+4217408,1.25
2M12565202+5743547,1.03
2M12565859+5720311,1.01
2M12570652+4238229,1.07
2M12575349+5821386,1.0
2M12575953+5747016,1.04
2M12580612+4209038,1.0
2M12582315+4319556,1.24
2M12582479+5704444,1.0
2M12582982+4234232,1.01
2M12590899+4237382,1.15
2M12594326+7217015,1.0
2M12594779+4320141,1.04
2M12595605+4217434,1.0
2M13000262+5659435,1.1
2M13003734+5715099,1.08
2M13005083+4121402,1.02
